"title","content"
"Process Safety Beacon (English) - February 2008 [2008-02-Beacon-English_0]","Did you know?
Learn from the experience of others!February 2008
AIChE © 2008. All rights reserved. Reproduction for non-commercial, educational purposes is encour aged.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 212-591-7319How Can You Use “The Beacon”?Sponsored by Sponsored by 
CCPS CCPS 
SupportersSupportershttp://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
The Beacon is usually available in Arabic, Chinese, Danish , Dutch, English, French, G erman, Gujarati, Hebrew, Hindi, 
Hun garian , Italian , Japanese , Korean , Mala y, Marathi , Persian , Portu guese, Russian , Spanish , Swedish , and Thai.• Nearly all incidents are the result of more than one 
failure. Some failures result in  near misses - that is they 
did not cause an incident this time, but could have. 
• Almost every month, “The Beacon” receives a number 
of emails pointing out other lessons that can be learned 
from the incident discussed, which have not been included in the Beacon.
• Because of the limited space available in “The Beacon”, 
we must pick one of the many lessons from each incident, and focus the Beacon on that lesson. But there are always other lessons.
• Whenever possible, if the reports on the incidents 
described are publicly ava ilable, we will provide a 
reference in the Beacon cover email note.
One important issue in maintaining a good process safety culture in any organization is to maintain a sense of vulnerability. In other wo rds, we must always remember, and respect, 
the hazards associated with our processes and materials.  If we have good and effective 
process safety management systems, one result is  that we will have fewer incidents. This 
can lead to complacency - we forget why we are doing all of the activities in the processsafety management system which result in good  performance and few or no incidents. So, it 
is important to use resources like ""The Beac on"" to remind ourselves of what can happen if 
we don't do those activities – such as Hazard Iden tification and Risk Analysis (including 
assigning our most knowledgeable people to Pr ocess Hazard Analysis studies), Operating 
Procedures, Asset Integrity and Reliabil ity, Management of Change, Emergency 
Management, Incident Investigation, Auditing, and others. In all of the incidents we discuss 
in the Beacon, there has been a failure in one  or more of these important process safety 
management systems
What can you do?
• Good – post the Beacon in places where workers will see it and read it – for example, bulletin boards, locker rooms, lunch rooms, control rooms, the gate house.
• Better – use the Beacon as the basis for safety meetings or 
other safety discussions with operators and other workers.
• Better yet – Develop additional information which relates 
the topic in the Beacon to the operations in your own plant, including any similar incidents or near misses in your company, and discuss this information with workers.
• Best – Unit or plant management leads a discussion of  
the Beacon with workers and challenges them to find other lessons in the incident described, beyond those discussed in the Beacon. Challenge plant safety committees to use the 
Beacon in their work."
"Process Safety Beacon (English) - March 2008 [2008-03-Beacon-English_0]","What can you do? Why did this happen?
Don’t assume that safety systems work – check them!March 2008
AIChE © 2008. All rights reserved. Reproduction for non-commercial, educational purposes is encour aged.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 212-591-7319Do your shutoff systems actually work?Sponsored by Sponsored by 
CCPS CCPS 
SupportersSupportershttp://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
While the system was designed with the correct 
safeguards, they were not functional as a system. 
The pump and shutoff valv e were too far from 
the receiving tank to stop flow before the tank overflowed – the liquid in  the pipe downstream 
of the valve was enough to overflow the tank 
even though the valve had closed. Alternatively, 
the high level switch could be installed lower in the tank to shut  the flow off s ooner and account 
for the materials between the shut off valve and the receiving tank. In ge neral, it is good practice 
to locate a device to pr event tank overflow as 
close to the tank being protected as possible. What happened?
A small chemical feed syst em was designed to refill 
automatically. It had a high shut off interlock that 
stopped the feed pump and closed a feed valve to 
prevent overflowing the tank. The level control system 
had a malfunction, the tank was filled above the design 
level, and the high level switch tripped. Before the 
control system could close the valves and stop the 
pump, the tank overflowed. Fortunately, no employees 
were injured and the spill  was contained to limit 
environmental damage.
• During a process hazard anal ysis, or any other safety 
review, ask if anyone has veri fied that automatic shutoff 
systems actually work effectively.
• When starting up a new or mo dified safety system, test 
operation of the entire system to  verify that it operates as 
intended.
• Review testing procedures for critical shut off systems, 
and make sure they actually test the complete system, not just single components of the system. 
• Do not accept small spills as the “cost of doing 
business”. Small spills indicate problems which may be prevalent in the facility and should not be regarded as normal. Where there is one inadequate design, 
maintenance practice, or opera ting procedure, others are 
often present.
The Beacon is usually available in Arabic, Chinese, Danish, Du tch, English, French, German, Gu jarati, Hebrew, Hindi, Hungarian,  
Indonesian , Italian , Japanese , Korean , Mala y, Marathi , Persian , Polish , Portu guese, Russian , Spanish , Swedish , and Thai.CCPS PSID Members:
See ""Free Search: Level Control"""
"Process Safety Beacon (English) - April 2008 [2008-04-Beacon-English_0]","• Before starting any excavation operation, ask if anyone has 
verified the location of underground pipes, electrical cables, or 
other critical or hazardous items in the area to be excavated. This should be a part of your facility’s excavation permit program.• Conduct safety reviews before  any construction activities.
• Report any near misses in exca vation activities – pipes found 
where none were expected , or  in a different location than expected.
• Learn the location of any haza rdous pipelines which go through 
your facilities, and how to respond if there is  a leak for any reason.
• If you are digging in the area of any pipeline s or other hazardous 
facilities, make sure you understan d and are trained in appropriate 
emergency procedures.A construction crew was in stalling a new underground 
water pipe. While digging,  the excavation equipment 
accidently struck and punc tured a pipeline carrying 
gasoline. The leaking vapor s were ignited causing a 
serious explosion and fire which killed five construction workers, seriously injure d four others, required 
evacuation of people within ½ mile (0.9 Km) of the incident site, severely damaged a nearby house, and 
caused other property damage . A primary cause of the 
incident was that the exact lo cation of the gasoline pipe 
was not known by th e excavation workers. They were 
following markings on the gr ound made by the pipeline 
company, which were differe nt from the engineering 
plans. The engineering drawings showed the pipe curving 
out around the trunk of a tr ee, which had been cut down 
after the pipeline was built. Workers and supervisors did not visually verify the pipe location using hand tools as 
required by good practice.
Know what is underground before you dig!This incident occu rred in a trans-
portation pipeline in a community, butthere are similar hazards in many chemical, refining, or other manufacturing facilities. Many plants have underground pi pelines carrying 
hazardous materials. These may be the plant’s own pipelines, or pipelines 
passing through the plant site which 
are owned and operated by somebody else – a pipeline company, a neighboring plant, or  the local natural 
gas company.April 2008
AIChE © 2008. All rights reserved. Reproduction for non-commercial, educational purposes is encour aged.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 212-591-7319Gasoline pipeline damaged by  construction causes fireSponsored by Sponsored by 
CCPS CCPS 
SupportersSupporters
Do you know?http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
What can you do?
The Beacon is usually available in Afrikaans, Arabic, Chinese, Danish, Dutch, English, French, German, Gujarati, Hebrew, Hindi,  
Hun garian , Indonesian , Italian , Japanese , Korean , Mala y, Marathi , Persian , Polish , Portu guese, Russian , Spanish , Swedish , and Thai.CCPS PSID members – Use Free Search – “pipeline”
Courtesy of Creative Commons ShareAlike 1.0 License:
http://creativecommons.org/licenses/sa/1.0/Courtesy of CalOSHA"
"Process Safety Beacon (English) - May 2008 [2008-05-Beacon-English]","YES, if it is a fine powder or dus t! Any material which can burn is 
capable of causing a catastrophic dust e xplosion if it is suspended as a fine 
dust or powder in air or other oxidizing atmosphere. On February 7,  2008 there was a severe explosion in a suga r refinery near Savannah, Georgia, 
USA. The explosion injured more than 30 people, and the death toll had reached 13 as of the end of March 2008. The explosion is still being 
investigated, and the detailed causes are not yet known. However, the initial 
investigation indicates that this was a dust explosion. 
Many people are not aware of the e xplosion hazard of many dusts and 
fine powders. Some examples of mate rials which may be a dust explosion 
hazard if present as a fine powder include almost any organic material -grain flour, sugar, plastic, corn star ch, pharmaceuticals. Powdered metals 
such as aluminum and magnesium also present a dust explosion hazard.
Know the hazards of the materials in your plant!May 2008
AIChE © 2008. All rights reserved. Reproduction for non-commercial, educational purposes is encour aged.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 212-591-7319Is sugar an explosion hazard?Sponsored by Sponsored by 
CCPS CCPS 
SupportersSupporters
Do you know what conditions a re necessary for a dust explosion?http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
The Beacon is usually available in Afrikaans, Arabic, Chinese,  Danish, Dutch, English, French, German, Gujarati, Hebrew, Hindi,  Hungarian, 
Indonesian, Italian, Japanese, Korean, Malay, Marathi, Persia n, Polish, Portuguese, Russian, Spanish, Swedish, Tamil, Thai, Tur kish, and Vietnamese.
The conditions needed for a dust e xplosion can be represented as a pe ntagon (see figure at left above):
•FUEL – The presence of a combustible dust. Pa rticle size is important – smaller particles are more likely to be both 
ignitable and dispersible.•OXIDANT – usually oxygen in the air, which is generally enough to support an explosion.
•SUSPENSION – The dust needs to be dispersed into the air. The dust may normally be dispersed in air in the process 
equipment. In a building, this could be done by a large leak or  spill, a small initial dust explosion, or any other disturbance  
which could shake dust layers off of equipment or lift dust off of the floor.•IGNITION SOURCE – Energy is required to ignite the mixture. This  may be something with as little energy as static 
electricity or a stronger energy source such  as an open flame or an electrical fault.
•CONFINEMENT – For example, the walls, ceilings, floors and roof of a building create confinement. Plant equipment 
including process equipment, storage silos, dust collectors, and ducting also creates confinement..
Sometimes an initial explosion occurs and lifts larger am ounts of dust that may have accumulated in the plant and 
disperses this dust into the air. This cr eates the conditions for a second, much larg er explosion, which can be catastrophic.
A small amount of dust – a layer as small as 1/32 inch (les s than 1 mm) thick on exposed surfaces – can create an 
explosive dust cloud once suspended. A dust layer can be considered to  create a hazardous conditi on if it covers an area, 
on all surfaces, greater than 5 % of the floor area of a room . How can you tell if there is too much dust? Two guidelines 
which people have used are that there is too much dust acc umulation (1) when you cannot te ll the color of the equipment 
or floor beneath the layer of dust, or (2) when you write your name in the dust and very slight ridges form at the edge of 
the letters. Good housekeeping is a nece ssary safe work practice when dust h azards are concern. Other safe work 
practices for dust include reducing static discharge potential through the use of grounding and bonding, proper electrical 
area classification and equipment selecti on. If your plant handles potentially explosive dusts, make sure that you 
understand the hazards, and all of the sa fe work practices and safety equi pment needed for safe operations.CCPS PSID 
Members search 
Dust Explosion"
"Process Safety Beacon (English) - June 2008 [2008-06-Beacon-English]","• Treat every cylinder as capable of becoming a 
projectile if dropped and the top valve sheared off.• Follow compressed gas cy linder safe handling 
requirements for securing cylinders from falling, and using protective top valve ca ps, if they exist, for all 
cylinders when they are not in use.
• Be aware of any compressed  gas cylinders in your 
facility which do not have provision for protective caps, and handle them with particular care.• The inspection and mainte nance of Halon and other 
fixed fire protection system s is often pr ovided by 
specialized and qualified ou tside contractors. Ensure 
that your contractors ha ndle cylinders safely.A fire protection system using Halon (a liquefied gas fire 
extinguishing agent) was bei ng inspected. As part of the 
system inspection, two empl oyees were moving a Halon 
cylinder to be weighed on a portable scale.  The cylinder 
was dropped and its top valve hit a concrete platform. 
The impact of the cylinder valve on the concrete caused the threads on the screw conn ection which held the valve 
on the cylinder to fail, resulting  in  complete separation of 
the valve from the cylinder. The cylinder’s internal pressure was 600 psig (~ 41 bar). The combination of 
pressure and size of the cyli nder hole caused the cylinder 
to discharge its contents rapi dly, and it flew through the
Handle compressed gas cylinders with care!• All compressed gas cylinders have the potential to 
become destructive missiles.• Fire protection system cyli nders may be built to fire 
extinguisher standards,  and may not have a 
requirement for a protecti ve cap over the top valve 
assembly for impact protec tion when handling. This 
may vary according to loca l regulations around the 
world.• Fire protection system cy linders and other high-flow-
rate cylinders, including li quefied gases like propylene 
used for torch-cutting, requi re larger flow openings 
than most compressed gas cylinders. Because of the larger openings, these high- flow-rate cylinders have 
greater thrust potential than standard compressed gas cylinders.June 2008
AIChE © 2008. All rights reserved. Reproduction for non-commercial, educational purposes is encour aged.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 212-591-7319Halon cylinder becomes rocket!Sponsored by Sponsored by 
CCPS CCPS 
SupportersSupporters
Do you know?http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
What can you do?
air like a rocket! It went nearly ¼ mile (0.4 km), over a tank farm a nd across two roads, before hitting a 
fence.  Fortunately, there were no injuries, no sign ificant equipment damage, an d no process releases as a 
result of this incident.Location of 
valve impact 
on concrete 
platform
Trajectory 
of cylinder
Portable 
scale
Close up of valve 
impact on concrete 
platformClose up of 
thread 
damageControl room 
buildingTank farm
Equipment 
yardAerial view of 
incident site
The Beacon is usually available in Afrikaans, Arabic, Chinese,  Danish, Dutch, English, French, German, Gujarati, Hebrew, Hindi,  Hungarian, 
Indonesian, Italian, Japanese, Korean, Malay, Marathi, Persia n, Polish, Portuguese, Russian, Spanish, Swedish, Tamil, Thai, Tur kish, and Vietnamese."
"Process Safety Beacon (English) - July 2008 [2008-07-Beacon-English]","An Analogy
Professor Andrew Hopkins of the Australian National Univers ity suggests the following example to show the difference 
between personal safety and process safety . An important safety concern in the airline industry is injuries to baggage 
handlers from lifting and carrying – for example, back and musc le strains (personal safety). But no airline would ever 
think that their efforts to reduce these injuries would improve flight safety (equi valent to process safety). Different 
activities and programs are required to manage these different safety concerns.
• Understand the specific hazards of the materials 
in your facility and your responsibility in the safe handling of these materials.• Understand the specific hazards of the manufacturing, storage, transport, repackaging, or other processing opera tions conducted at your 
facility.• Understand your role in process safety 
activities, including process hazard analysis, management of change, incident reporting and investigation, maintena nce and testing, and 
following safe work pr actices and procedures.Not all hazards are the same  or can cause equal conseq uences.  Personal or occu pational safety hazards
, such 
as slips, falls, cuts, and vehicle acci dents usually affect on e individual worker. On the other hand, process 
safety hazards may cause major accidents involv ing the release of potentially dangerous materials, fires and 
explosions or both. Process safety in cidents can have catastrophic effect s and can result in multiple injuries 
and fatalities, as well as substantial economic, property, and environm ental damage. Proces s safety incidents 
can harm workers inside the plant and members of the pu blic who reside nearby.  Th at is why Process safety 
management focuses on the design and engineering of f acilities, hazard assessments, incident investigation, 
management of change, inspection, testing, and mainte nance of equipment, effect ive  process controls and 
alarms, operating and maintenance procedures, training of personnel, and human factors. 
Process safety is ever ybody’s responsibility!• Good personal safety perf ormance does not ensure 
good process safety performan ce. While there is much 
in common, such as a good sa fety culture and attitude, 
good process safety performance requires a thorough understanding of the specific hazards a ssociated with the 
chemicals being handled or  stored, and the process 
operations being carried out  in a particular plant.
• Traditional safety measures such as injury  rates, lost 
time accident rates, and days  lost from work may not be 
good indicators of process safety performance. Next month’s Beacon will  discuss potentiall y useful process 
safety measures.July 2008
AIChE © 2008. All rights reserved. Reproduction for non-commercial, educational purposes is encour aged.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 212-591-7319What is “Process Safety”?Sponsored by Sponsored by 
CCPS CCPS 
SupportersSupporters
Do you know?http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
What can you do?
The Beacon is usually available in Afrikaans, Arabic, Chinese,  Danish, Dutch, English, French, German, Gujarati, Hebrew, Hindi,  Hungarian, 
Indonesian, Italian, Japanese, Korean, Malay, Marathi, Persia n, Polish, Portuguese, Russian, Spanish, Swedish, Tamil, Thai, Tur kish, and Vietnamese.
Process Safety Personal Safety"
"Process Safety Beacon (English) - August 2008 [2008-08-Beacon-English]","organizations, including CCPS, are actively working to develop new wa ys to measure process safety 
performance. But these tools canno t be effective unless everybody in the process industry workforce 
understands what these tools are, and why they are needed. And, most impor tant, we all have  to understand 
what our role will be in using any new process safety measurement tools. We need to understand what types of 
events we need to report, and how to report them in  our organization.
• Understand what your company is doing to 
measure process safety performance. Learn and understand the speci fic measures that 
your company is using.• Know what kinds of incidents need to be reported under your company’s process 
safety measurement program.
• Be familiar with how to report process safety incident s in your plant.
• Be diligent in re porting incidents. 
Remember that a company cannot improve process safety perfor mance if it does not 
know about incidents that  occur in the plant.
• Understand leading in dicators of process 
safety performance for your plant and how to 
report them.• Download and read the CCPS report on measuring process safety performance.The July 2008 Pro cess Safety Beac on discussed the 
meaning of “Process Safety”, an d also said that traditional 
measures of safety performance such as injury rates, lost 
time injuries, etc., are no t good measures of how good a 
job we are doing on process safety. So, how can we tell 
whether or not our process sa fety management activities 
are effective? How can we tell if our performance is improving over the years?  How do we know how one 
plant, or unit in a plant, is performing compared to others? 
How will we decide where to  focus our attention so we 
can get better? If the traditional safety measures are not good for monitoring process safe ty performance, we need 
to invent new  measures that will.  Many industry
How does your organization measure process safety performance?• CCPS, working with a number of industrial, labor, and government organizations, has developed tools for 
measuring process safety performance. The report 
recommending specific measurement tools was issued in December 2007, and can be f ound at the CCPS web site, 
http://www.aiche.org/ccps/
.
• Two types of measurements proposed – lagging indicators , 
which measure actual outcomes and past performance (the 
number of process safety inci dents which have occurred), 
and leading indicators which measure pr ocess safety 
management activities , and which are believed to be useful 
in predicting future performance .
•Lagging indicators will measure, for example, the number 
of releases of hazardous ma terial or energy from plant 
equipment, fires and explosions , and process related injuries.
•Leading indicators will measure, for example, plant 
mechanical integrity, action item follow up, management of change, and process safety training.August 2008
AIChE © 2008. All rights reserved. Reproduction for non-commercial, educational purposes is encour aged.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 212-591-7319Measuring Process Safety PerformanceSponsored by Sponsored by 
CCPS CCPS 
SupportersSupporters
Do you know?http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
What can you do?
The Beacon is usually available in Afrikaans, Arabic, Chinese,  Danish, Dutch, English, French, German, Gujarati, Hebrew, Hindi,  Hungarian, 
Indonesian, Italian, Japanese, Korean, Malay, Marathi, Persia n, Polish, Portuguese, Russian, Spanish, Swedish, Tamil, Thai, Tur kish, and Vietnamese.
"
"Process Safety Beacon (English) - September 2008 [2008-09-Beacon-English]","As you work in the plan t every day, you have oppor tunities to see potential 
security problems. Look for them, and report them. Here are a few examples, 
and you and your management can easily develop a much longer list:
• Security lights which are not working, or are inadequate if  they are working
• Broken latches on gates or doors in the plant fence
• Loose gates, or gates wi th large gaps  under them
• Gaps in or under fences, damage to  fences, fences which are too low, 
erosion of the ground under fences
• Objects near fences on the outside wh ich would assist in climbing over the 
fence
• Chains and locks improperly secured• Gates, doors, or windows on  the outside boundary of the plant left open, or 
propped open.
• Gates or doors to th e outside which get stuc k without fully closing
Also, you should know and follow the security proc edures at your plant – for 
example:
• Always wear required identificatio n badges, and, if  you see somebody 
without proper identification, report it to your supervisor or security officers.
• Don’t let other people borrow your plan t access card or identification card.On this anniversary of terrorist  attacks on the United States in
September 2001, we remember th at such attacks have occurred 
in many other places throughout th e world, before and after the 
New York and Washington attack s (for example, the Tokyo 
subway; London; Madrid; Bali, I ndonesia; Ahmedabad, India; 
several attacks in Russi a, many incidents in various countries in 
the Middle East). Th ere are few countries which have not had  
experience with sabotage or terrorist attack. The hazardous nature of the materials handled in  the process industries requires 
everyone’s vigilance to ensure that our plants are secure, to protect ourselves, our fellow employees, and our neighbors. If
Plant security is everybody’s responsibility!September 2008
AIChE © 2008. All rights reserved. Reproduction for non-commercial, educational purposes is encour aged.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 212-591-7319Plant SecuritySponsored by Sponsored by 
CCPS CCPS 
SupportersSupportershttp://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
What can you do?
The Beacon is usually available in Afrikaans, Arabic, Chinese,  Danish, Dutch, English, French, German, Gujarati, Hebrew, Hindi,  Hungarian, 
Indonesian, Italian, Japanese, Korean, Malay, Marathi, Persia n, Polish, Portuguese, Russian, Spanish, Swedish, Tamil, Thai, Tur kish, and Vietnamese.
you work in a chemical storage or processing facility, you are in the best position to observe and address 
potential security vulnerabilities in your plant. As you go about your work, look for potential security problems, 
and report them to management so they can be corrected.
A fence overgrown with 
bushes and trees
Cars parked near a fence can 
help intruders climb the fence
A lock on the web of a chain link fence – not as strong 
as if chained and locked around the fence post"
"Process Safety Beacon (English) - October 2008 [2008-10-Beacon-English]","• Make sure that all process modifications, including 
removal of equipment or piping from service, have a management of change review.• Make sure that all equipment in your plant which is not in routine use is either physically disconnected from active equipment and piping, or positively isolated using slip blinds or other reliable isolation systems.• Consider potential hazards of accumulation of material in pipe branches which are not routinely used, or which have low flow rates.• Be prepared for cold weather in winter. Make sure that you follow procedures to prepar e the plant for winter, to 
prevent freezing of critical equipment.A section of piping in a refinery unit was taken out 
of service during a process modification. The unused piping was not physically removed, nor was it isolated from the active piping with slip blinds. Instead, it was isolated from the connected piping by closed isolation valves.  The active piping contained liquid propane under high pressure, and the propane contained a small amount of liquid water entrained as a separate water phase. Debris jammed in the seat prevented one of the isolation valves from closing fully. This allowed wet liquid propane to leak from the active piping into the unused piping. The water, which is heavier than propane, accumulated at a
Is your unused piping and equipment disconnected or positively isolated? •It is easy to forget about “unused” equipment and piping, 
particularly when it has been  out of service for many 
years. This equipment may not be inspected, and it may be 
left out of operating procedures such as draining condensate out of low points, and freeze protection programs.• Valves can leak, and cannot be relied upon to provide positive isolation of piping and equipment.• Water, unlike most materials, expands when it freezes. If the water is isolated in a closed piece of equipment or an isolated section of pipe, the ice formed by the freezing water causes enormous pressure and is capable of rupturing pipe and equipment.• Branch connections of process piping with little or no flow may create the same hazard of water accumulation at low points.October 2008
AIChE © 2008. All rights reserved. Reproduction for non-commercial, educational purposes is encour aged.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 212-591-7319Ice ruptures unused pipe and causes fire!Sponsored by Sponsored by 
CCPS CCPS 
SupportersSupporters
Do you know?http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
What can you do?
The Beacon is usually available in Afrikaans, Arabic, Chinese,  Danish, Dutch, English, French, German, Gujarati, Hebrew, Hindi,  Hungarian, 
Indonesian, Italian, Japanese, Korean, Malay, Marathi, Persia n, Polish, Portuguese, Russian, Spanish, Swedish, Tamil, Thai, Tur kish, and Vietnamese.
low point in the unused piping. During the wi nter, the water which had accumulated in the 
unused piping froze. When water freezes it expa nds, and this expansion caused a crack in 
the unused pipe. When the weather warmed, the ice melted and propane leaked from the active piping through the leaking isolation va lve, and then out through the cracked pipe. A 
large flammable vapor cloud formed and ignited.  The resulting fire caused four injuries, the 
refinery had to be evacuated, and it was shut  down for nearly two months. The fire caused 
major damage to other equipment and piping, resulting in additional release of flammable 
materials and escalation of the fire. More than two tons of chlorine was also released from containers impacted by the fire.
PSID Members use Free Search for ""Isolated."""
"Process Safety Beacon (English) - November 2008 [2008-11-Beacon-English]","the interior light switch and light, the thermostat for the temperature control, a nd other internal wiring and 
electrical components. A spark from  any of these can ignite flamma ble vapors causing an explosion.
Process samples sometimes are stored  in a plant control ro om, possibly only for a few minutes, but perhaps 
for several months. The storag e area electrical classificat ion must meet the correct standards and samples must 
be properly stored to prevent person nel exposure as well as  fires and explosions. Ev en a laboratory hood can 
contain ignition hazards.
While this incident occurred in a laboratory, there is  a lesson for any facility wh ich handles flammable and 
combustible materials – make sure that all electri cal equipment used in hazardous areas is properly 
designed for use in these areas . And, you must also ensu re that all equipment de signed for use in areas 
handling flammable and combustible materials is properly maintained. In  particular, make sure that any 
portable electrical equipment brought into  a classified area is appropriate fo r use in that area. Your facility’s 
electrical classification design  is based on the potentia l risk of a flammable atmo sphere, and determines the 
design of electrical equipment which can be us ed safely in the vari ous parts of the plant.
• Make sure that all equipment used to store hazardous ma terials in your 
laboratories is properly designed a nd maintained for that service. 
• Learn about the electrical classi fication of hazardous areas in your 
workplace.• Learn to recognize the proper electrical equipment for use in hazardous 
areas.• Do not bring portable electrical equipm ent into a classified area without 
ensuring that it is properly designed for that area classification.• When doing routine safety inspections, inspect wiring of instruments, motors, lights, switches, electrical boxe s, and other electrical equipment to 
make sure it is properly installed and maintained.• When bringing samples into a general use area, make sure that the storage location is  designed for the hazards of the samples.The pictures show damage to two 
laboratories resulting from explosions caused by improperly stored flammable materials in 
household refrigerators. Flammable materials 
can accumulate in a cl osed space such as a 
refrigerator, because of leaking containers or 
spills. It is possible for the concentration of flammable vapors to r each the lower explosive 
limit, creating a explosive atmosphere. A household refrigerator is not designed to prevent ignition of fl ammable vapors, and has 
many potential ignition sources – for example, 
Understand how to safely use electri cal equipment in hazardous areas! • What is the electri cal classification 
for various areas in your plant?• How to recogn ize electrical 
equipment, particularly portable equipment, which is not appropriate for use in hazardous areas?• How to recogn ize potential 
problems with electrical equipment in hazardous areas – for example, damage to wiring, damage to enclosures and gaskets?November 2008
AIChE © 2008. All rights reserved. Reproduction for non-commercial, educational purposes is encour aged.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 212-591-7319Laboratory Refrigerator Explosions – Electrical ClassificationSponsored by Sponsored by 
CCPS CCPS 
SupportersSupporters
Do you know?http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
What can you do?
The Beacon is usually available in Afrikaans, Arabic, Chinese,  Danish, Dutch, English, French, German, Gujarati, Hebrew, Hindi,  Hungarian, 
Indonesian, Italian, Japanese, Korean, Malay, Marathi, Persia n, Portuguese, Russian, Spanish, Swedish, Tamil, Thai, Turkish, an d Vietnamese.
"
"Process Safety Beacon (English) - December 2008 [2008-12-Beacon-English]","A fire and series of explosions occurred in a chemical distribution 
facility. The fire started in a packaging area while a 300-gallon 
portable steel tank (a “tote”) was being filled with ethyl acetate, a flammable material (fi gure). An operator placed the fill nozzle in the 
opening on top of the tote and suspe nded a steel weight on the nozzle 
to keep it in place. As the tote was filling, the operator heard a “popping” sound and saw the tote engul fed in flames. The fill nozzle 
was laying on the floor spilli ng ethyl acetate. Employees tried 
unsuccessfully to extinguish the fire with a fire extinguisher, and then evacuated the area. The fire spr ead to a warehouse, igniting other 
stored flammable and combustible liquids. One employee received minor injuries and a firefighter was treated for a heat-related illness. Because of the smoke and rocketing barrels and debris, nearby businesses were evacuated. The warehouse was destroyed and business was interrupted.
It was determined that an ignitable vapor-air mixture formed near 
the tote fill opening. While the body of the tote, the weigh scale, and the pump were grounded, the steel parts of the fill nozzle and hose 
assembly (and the steel weight) were not bonded and grounded, and 
were isolated by the synthetic rubber fill hose. Static electricity likely accumulated on these parts and sparked to the stainless steel tote body, igniting the vapor that accumulated around the fill opening during filling.
Always ground all conductive components of  a flammable material handling system!• Static electricity is generated when liquid 
flows through pipes, valves, and other equipment• Correct bonding and grounding ensures that static electricity does not accumulate and cause a spark.• Static sparks can ignite many flammable vapor-air mixtures.•Bonding is electrically connecting 
conductive objects to equalize electrical potential and prevent sparks.•Grounding is connecting a conductive 
object to the earth to dissipate electricity from accumulated static, or other sources.December 2008
AIChE © 2008. All rights reserved. Reproduction for non-commercial, educational purposes is encour aged.  However, reproduction 
for the purpose of resale by anyone other than CCPS is strictly prohibited.   Contact us at ccps_beacon@aiche.org or 212-591-7319Static Electric Discharge Causes FireSponsored by Sponsored by 
CCPS CCPS 
SupportersSupporters
Do you know?http://www.aiche.org/CCPS/Pub lications/Beacon/index.aspx
Messages for Manufacturing Personnel
What can you do?
The Beacon is usually available in Afrikaans, Arabic, Chinese,  Danish, Dutch, English, French, German, Gujarati, Hebrew, Hindi,  Hungarian, 
Indonesian, Italian, Japanese, Korean, Malay, Marathi, Persia n, Portuguese, Russian, Spanish, Swedish, Tamil, Thai, Turkish, an d Vietnamese.
• Ensure that conductive piping and 
equipment is bonded and grounded,  and properly designed for flammable service. This includes vessels, pumps, pipe, valves, nozzles, instrument probes, filling pipes and nozzles, drums and other portable containers, and any other conductive equipment.• Make sure that ground connections in your plant are regularly checked to ensure that they are working properly.• When filling containers with flammable liquids, minimize the amount of free fall that can create static in the liquid. "
